0	11	109005334	0	0	11	109016002	1	191
0	11	109005334	0	0	11	109261366	1	25
0	11	109005334	0	0	11	110082802	1	25
0	11	109016002	0	0	11	109026670	1	61
0	11	109016002	0	0	11	109048006	1	19
0	11	109016002	0	0	11	109058674	1	21
0	11	109016002	0	0	11	109261366	1	26
0	11	109016002	0	0	11	110082802	1	17
0	11	109016002	0	0	11	110093470	1	12
0	11	109026670	0	0	11	109058674	1	38
0	11	109026670	0	0	11	109250698	1	70
0	11	109026670	0	0	11	109378714	1	19
0	11	109037338	0	0	11	109048006	1	239
0	11	109037338	0	0	11	109058674	1	111
0	11	109037338	0	0	11	109229362	1	109
0	11	109048006	0	0	11	109058674	1	342
0	11	109048006	0	0	11	109080010	1	22
0	11	109048006	0	0	11	109090678	1	30
0	11	109048006	0	0	11	109133350	1	20
0	11	109048006	0	0	11	109144018	1	17
0	11	109048006	0	0	11	109154686	1	26
0	11	109048006	0	0	11	109186690	1	13
0	11	109048006	0	0	11	109229362	1	1
0	11	109048006	0	0	11	109240030	1	18
0	11	109048006	0	0	11	109250698	1	10
0	11	109058674	0	0	11	109069342	1	158
0	11	109058674	0	0	11	109080010	1	353
0	11	109058674	0	0	11	109090678	1	72
0	11	109058674	0	0	11	109101346	1	7
0	11	109058674	0	0	11	109133350	1	4
0	11	109058674	0	0	11	109144018	1	9
0	11	109058674	0	0	11	109154686	1	8
0	11	109058674	0	0	11	109176022	1	18
0	11	109058674	0	0	11	109197358	1	6
0	11	109058674	0	0	11	109240030	1	7
0	11	109058674	0	0	11	109250698	1	1
0	11	109058674	0	0	11	109282702	1	6
0	11	109058674	0	0	11	109464058	1	5
0	11	109058674	0	0	11	109474726	1	2
0	11	109058674	0	0	11	109698754	1	25
0	11	109069342	0	0	11	109080010	1	232
0	11	109069342	0	0	11	109090678	1	10
0	11	109069342	0	0	11	109101346	1	20
0	11	109069342	0	0	11	109122682	1	9
0	11	109069342	0	0	11	109176022	1	12
0	11	109069342	0	0	11	109272034	1	25
0	11	109069342	0	0	11	109304038	1	8
0	11	109069342	0	0	11	109314706	1	3
0	11	109069342	0	0	11	109453390	1	17
0	11	109069342	0	0	11	109464058	1	4
0	11	109069342	0	0	11	109474726	1	10
0	11	109069342	0	0	11	109592074	1	15
0	11	109069342	0	0	11	109602742	1	50
0	11	109069342	0	0	11	109613410	1	29
0	11	109069342	0	0	11	109709422	1	9
0	11	109080010	0	0	11	109090678	1	306
0	11	109080010	0	0	11	109101346	1	81
0	11	109080010	0	0	11	109112014	1	18
0	11	109080010	0	0	11	109122682	1	63
0	11	109080010	0	0	11	109133350	1	84
0	11	109080010	0	0	11	109144018	1	49
0	11	109080010	0	0	11	109154686	1	44
0	11	109080010	0	0	11	109165354	1	6
0	11	109080010	0	0	11	109176022	1	38
0	11	109080010	0	0	11	109186690	1	4
0	11	109080010	0	0	11	109218694	1	7
0	11	109080010	0	0	11	109240030	1	2
0	11	109080010	0	0	11	109261366	1	5
0	11	109080010	0	0	11	109282702	1	66
0	11	109080010	0	0	11	109293370	1	117
0	11	109080010	0	0	11	109304038	1	47
0	11	109080010	0	0	11	109314706	1	89
0	11	109080010	0	0	11	109325374	1	17
0	11	109080010	0	0	11	109400050	1	29
0	11	109080010	0	0	11	109410718	1	1
0	11	109080010	0	0	11	109442722	1	39
0	11	109080010	0	0	11	109453390	1	66
0	11	109080010	0	0	11	109464058	1	91
0	11	109080010	0	0	11	109474726	1	62
0	11	109080010	0	0	11	109485394	1	21
0	11	109080010	0	0	11	109506730	1	20
0	11	109080010	0	0	11	109549402	1	2
0	11	109080010	0	0	11	109592074	1	5
0	11	109080010	0	0	11	109613410	1	44
0	11	109080010	0	0	11	109624078	1	13
0	11	109080010	0	0	11	109677418	1	21
0	11	109080010	0	0	11	109698754	1	35
0	11	109080010	0	0	11	109709422	1	5
0	11	109080010	0	0	11	109730758	1	2
0	11	109080010	0	0	11	109752094	1	2
0	11	109080010	0	0	11	109784098	1	3
0	11	109080010	0	0	11	109794766	1	1
0	11	109080010	0	0	11	109965454	1	76
0	11	109080010	0	0	11	109976122	1	27
0	11	109080010	0	0	11	110040130	1	2
0	11	109080010	0	0	11	110050798	1	2
0	11	109090678	0	0	11	109101346	1	493
0	11	109090678	0	0	11	109112014	1	61
0	11	109090678	0	0	11	109122682	1	31
0	11	109090678	0	0	11	109133350	1	87
0	11	109090678	0	0	11	109144018	1	76
0	11	109090678	0	0	11	109154686	1	153
0	11	109090678	0	0	11	109165354	1	23
0	11	109090678	0	0	11	109186690	1	24
0	11	109090678	0	0	11	109208026	1	8
0	11	109090678	0	0	11	109218694	1	10
0	11	109090678	0	0	11	109240030	1	22
